seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr5	154445997	154461053	15057	+	ENSG00000164576.12	SAP30L	SAP30L	0.0305	4.51	0.0461	0.833	0.911	0.0791	SAP30L
chr5	141412987	141512975	99989	+	ENSG00000253846.3	PCDHGA10	PCDHGA10	-0.028	6	0.0464	0.833	0.911	0.0795	PCDHGA10
chr5	62403972	62628582	224611	+	ENSG00000086200.17	IPO11	IPO11	0.0299	4.31	0.0458	0.834	0.911	0.0789	IPO11
chr16	84819985	84920768	100784	+	ENSG00000103196.12	CRISPLD2	CRISPLD2	0.104	-0.587	0.0457	0.834	0.912	0.0787	CRISPLD2
chrX	107713221	107777342	64122	-	ENSG00000157514.18	TSC22D3	TSC22D3	-0.0644	5.19	0.046	0.834	0.911	0.0791	TSC22D3
chr3	49689538	49721529	31992	+	ENSG00000164068.16	RNF123	RNF123	0.0297	5.46	0.0456	0.834	0.912	0.0787	RNF123
chr1	89364059	89388160	24102	+	ENSG00000183347.15	GBP6	GBP6	0.0958	-0.695	0.0456	0.834	0.912	0.0787	GBP6
chr19	19254756	19262804	8049	-	ENSG00000187664.9	HAPLN4	HAPLN4	-0.0436	3.84	0.0455	0.834	0.912	0.0786	HAPLN4
chrX	48801377	48824982	23606	+	ENSG00000094631.22	HDAC6	HDAC6	-0.0221	6.4	0.045	0.835	0.912	0.0781	HDAC6
chr20	33702758	33720319	17562	-	ENSG00000101417.12	PXMP4	PXMP4	0.0373	3.67	0.045	0.835	0.912	0.0781	PXMP4
chr3	122384161	122412334	28174	+	ENSG00000114023.16	FAM162A	FAM162A	-0.0312	4.59	0.0453	0.835	0.912	0.0785	FAM162A
chr6	26234212	26234987	776	-	ENSG00000124575.7	H1-3	H1-3	0.131	-0.794	0.0452	0.835	0.912	0.0783	H1-3
chr13	30617693	30660770	43078	+	ENSG00000132952.12	USPL1	USPL1	0.0241	5.36	0.0454	0.835	0.912	0.0785	USPL1
chr9	122264603	122331337	66735	+	ENSG00000148187.18	MRRF	MRRF	0.0192	5.37	0.045	0.835	0.912	0.0782	MRRF
chrX	68498562	68537282	38721	+	ENSG00000181704.12	YIPF6	YIPF6	-0.0268	4.97	0.0454	0.835	0.912	0.0785	YIPF6
chr5	151314972	151347590	32619	-	ENSG00000186335.9	SLC36A2	SLC36A2	-0.065	1.02	0.0449	0.835	0.912	0.0781	SLC36A2
chr6	31797396	31806966	9571	-	ENSG00000204392.11	LSM2	LSM2	0.0254	3.9	0.0453	0.835	0.912	0.0785	LSM2
chr7	100169606	100177381	7776	-	ENSG00000213420.8	GPC2	GPC2	-0.0652	1.96	0.045	0.835	0.912	0.0781	GPC2
chr18	12661833	12702777	40945	-	ENSG00000101624.11	CEP76	CEP76	0.0476	3.25	0.0445	0.836	0.913	0.0776	CEP76
chr17	65009289	65056740	47452	-	ENSG00000120063.10	GNA13	GNA13	0.0187	7.34	0.0447	0.836	0.912	0.0779	GNA13
chr17	19020656	19047011	26356	-	ENSG00000154016.14	GRAP	GRAP	0.0475	2.65	0.0446	0.836	0.912	0.0778	GRAP
chr17	68974488	69060949	86462	-	ENSG00000154258.17	ABCA9	ABCA9	0.0642	1.22	0.0446	0.836	0.912	0.0778	ABCA9
chr10	75210154	75231448	21295	+	ENSG00000165637.14	VDAC2	VDAC2	-0.0208	6.33	0.0449	0.836	0.912	0.078	VDAC2
chr11	111874056	111881243	7188	-	ENSG00000255561.7	FDXACB1	FDXACB1	-0.0356	2.56	0.0446	0.836	0.912	0.0778	FDXACB1
chr17	44076746	44123702	46957	-	ENSG00000108840.16	HDAC5	HDAC5	0.0258	6.58	0.044	0.837	0.913	0.0772	HDAC5
chr4	185363872	185395924	32053	-	ENSG00000109771.16	LRP2BP	LRP2BP	-0.0905	-0.36	0.0441	0.837	0.913	0.0773	LRP2BP
chr1	213051233	213274774	223542	+	ENSG00000136643.12	RPS6KC1	RPS6KC1	0.0219	4.44	0.0442	0.837	0.913	0.0774	RPS6KC1
chr19	49555468	49590262	34795	-	ENSG00000142546.14	NOSIP	NOSIP	0.0226	4.67	0.0438	0.837	0.913	0.077	NOSIP
chr12	8681600	8783095	101496	+	ENSG00000166532.16	RIMKLB	RIMKLB	-0.0427	2.26	0.0438	0.837	0.913	0.077	RIMKLB
chr22	21045946	21064168	18223	+	ENSG00000187905.11	LRRC74B	LRRC74B	-0.0829	-0.503	0.0438	0.837	0.913	0.077	LRRC74B
chr12	10372353	10391874	19522	-	ENSG00000213809.9	KLRK1	KLRK1	-0.262	0.0446	0.0443	0.837	0.913	0.0775	KLRK1
chr17	34980512	35009743	29232	+	ENSG00000005156.12	LIG3	LIG3	-0.054	5.37	0.0435	0.838	0.914	0.0768	LIG3
chr5	134286350	134371047	84698	-	ENSG00000006837.12	CDKL3	CDKL3	0.0643	0.859	0.0437	0.838	0.913	0.077	CDKL3
chr5	134371184	134392108	20925	+	ENSG00000119048.9	UBE2B	UBE2B	0.0315	5.06	0.0437	0.838	0.913	0.077	UBE2B
chr1	205083129	205084460	1332	-	ENSG00000174529.7	TMEM81	TMEM81	0.0679	0.244	0.0434	0.838	0.914	0.0766	TMEM81
chr7	100888721	100889715	995	-	ENSG00000176125.7	UFSP1	UFSP1	0.102	-0.664	0.0435	0.838	0.914	0.0767	UFSP1
chr4	169986597	170033031	46435	-	ENSG00000198948.12	MFAP3L	MFAP3L	-0.0658	1.36	0.0434	0.838	0.914	0.0767	MFAP3L
chr18	49488453	49492508	4056	-	ENSG00000265681.8	RPL17	RPL17	0.0215	9.12	0.0433	0.838	0.914	0.0765	RPL17
chr22	39097224	39104067	6844	+	ENSG00000100298.16	APOBEC3H	APOBEC3H	0.0605	0.316	0.0431	0.839	0.914	0.0764	APOBEC3H
chr9	5357971	5437925	79955	-	ENSG00000107020.10	PLGRKT	PLGRKT	-0.0418	3.21	0.0428	0.839	0.914	0.0761	PLGRKT
chr11	125903348	125943702	40355	+	ENSG00000109832.14	DDX25	DDX25	-0.104	-0.0394	0.0431	0.839	0.914	0.0763	DDX25
chr14	75958097	75983011	24915	-	ENSG00000119699.8	TGFB3	TGFB3	-0.082	-0.0551	0.0427	0.839	0.914	0.076	TGFB3
chr19	49659569	49665875	6307	-	ENSG00000126456.16	IRF3	IRF3	-0.0252	5.91	0.043	0.839	0.914	0.0763	IRF3
chr16	3024027	3027755	3729	+	ENSG00000131652.14	THOC6	THOC6	-0.0238	4.94	0.0429	0.839	0.914	0.0761	THOC6
chr22	30488902	30505711	16810	-	ENSG00000133488.15	SEC14L4	SEC14L4	0.0667	1.34	0.0428	0.839	0.914	0.0761	SEC14L4
chr17	41801947	41812604	10658	-	ENSG00000141696.13	P3H4	P3H4	0.0621	1.63	0.043	0.839	0.914	0.0763	P3H4
chr3	184155377	184173614	18238	+	ENSG00000161202.20	DVL3	DVL3	-0.0179	7.28	0.0429	0.839	0.914	0.0761	DVL3
chr10	14819245	14838575	19331	-	ENSG00000185267.10	CDNF	CDNF	-0.125	-0.949	0.0428	0.839	0.914	0.0761	CDNF
chr9	137205685	137219361	13677	+	ENSG00000188566.15	NDOR1	NDOR1	0.0211	5.37	0.0428	0.839	0.914	0.076	NDOR1
chr12	14767999	14771131	3133	-	ENSG00000197837.4	H4-16	H4-16	0.0861	0.72	0.0429	0.839	0.914	0.0761	H4-16
chr5	170763350	170814047	50698	+	ENSG00000094755.17	GABRP	GABRP	0.0773	0.966	0.0425	0.84	0.914	0.0758	GABRP
chr15	63121833	63142061	20229	+	ENSG00000103642.12	LACTB	LACTB	0.0351	5.92	0.0422	0.84	0.914	0.0755	LACTB
chr6	125119049	125264407	145359	+	ENSG00000111907.21	TPD52L1	TPD52L1	0.0703	-0.527	0.0423	0.84	0.914	0.0756	TPD52L1
chr12	132489551	132585188	95638	+	ENSG00000112787.14	FBRSL1	FBRSL1	-0.0251	5.45	0.0426	0.84	0.914	0.0759	FBRSL1
chr3	44578223	44599694	21472	+	ENSG00000144792.9	ZNF660	ZNF660	0.0422	2.98	0.0424	0.84	0.914	0.0757	ZNF660
chr11	63911230	63917164	5935	-	ENSG00000167771.6	RCOR2	RCOR2	0.135	0.19	0.0424	0.84	0.914	0.0756	RCOR2
chr2	200305881	200482264	176384	+	ENSG00000196141.14	SPATS2L	SPATS2L	-0.0379	4.92	0.0424	0.84	0.914	0.0756	SPATS2L
chr1	149854045	149861159	7115	-	ENSG00000270276.3	H4C15	H4C15	-0.0875	2.26	0.0426	0.84	0.914	0.0759	H4C15
chr2	182909115	183038858	129744	-	ENSG00000061676.16	NCKAP1	NCKAP1	-0.041	2.73	0.0418	0.841	0.915	0.0751	NCKAP1
chr1	202724495	202808487	83993	-	ENSG00000117139.18	KDM5B	KDM5B	-0.0273	5.68	0.0421	0.841	0.915	0.0753	KDM5B
chr12	26121991	26299290	177300	+	ENSG00000123096.12	SSPN	SSPN	-0.0373	4.51	0.0417	0.841	0.915	0.075	SSPN
chr1	43705824	43931165	225342	+	ENSG00000126091.21	ST3GAL3	ST3GAL3	0.0467	3.38	0.0421	0.841	0.914	0.0754	ST3GAL3
chr3	12582101	12664201	82101	-	ENSG00000132155.14	RAF1	RAF1	-0.0228	6.82	0.0422	0.841	0.914	0.0754	RAF1
chr11	27494418	27506769	12352	-	ENSG00000148943.12	LIN7C	LIN7C	0.0288	4.53	0.0419	0.841	0.915	0.0752	LIN7C
chr6	87470623	87512336	41714	+	ENSG00000164414.19	SLC35A1	SLC35A1	-0.0352	4.45	0.0421	0.841	0.914	0.0754	SLC35A1
chr17	212389	386254	173866	-	ENSG00000181031.16	RPH3AL	RPH3AL	-0.105	-0.759	0.0417	0.841	0.915	0.075	RPH3AL
chr11	6211345	6234711	23367	-	ENSG00000051009.11	FHIP1B	FHIP1B	0.0206	5.37	0.0412	0.842	0.916	0.0745	FHIP1B
chr19	39125770	39182816	57047	+	ENSG00000130669.17	PAK4	PAK4	0.0361	4.03	0.0414	0.842	0.915	0.0747	PAK4
chr9	121207794	121332843	125050	+	ENSG00000148180.22	GSN	GSN	-0.0206	9.77	0.0413	0.842	0.916	0.0746	GSN
chr1	31629866	31644896	15031	-	ENSG00000162517.13	PEF1	PEF1	-0.0218	4.87	0.0412	0.842	0.916	0.0745	PEF1
chr16	75472052	75495445	23394	-	ENSG00000183196.10	CHST6	CHST6	0.0343	2.57	0.0412	0.842	0.916	0.0745	CHST6
chr1	42682418	42703805	21388	+	ENSG00000065978.19	YBX1	YBX1	0.0193	9.39	0.0411	0.843	0.916	0.0744	YBX1
chr6	13574227	13615158	40932	+	ENSG00000124523.17	SIRT5	SIRT5	-0.026	3.87	0.0406	0.843	0.916	0.0739	SIRT5
chr5	66139971	66183615	43645	+	ENSG00000153914.16	SREK1	SREK1	-0.0263	6.61	0.0408	0.843	0.916	0.0741	SREK1
chr19	20619939	20661596	41658	-	ENSG00000188171.17	ZNF626	ZNF626	-0.0587	2.23	0.0411	0.843	0.916	0.0744	ZNF626
chr12	103940763	103965708	24946	-	ENSG00000204954.10	C12orf73	C12orf73	-0.0478	2.34	0.041	0.843	0.916	0.0743	C12orf73
chr19	46719511	46746994	27484	-	ENSG00000090372.15	STRN4	STRN4	-0.0211	6.32	0.0405	0.844	0.917	0.0738	STRN4
chr7	2512529	2529177	16649	+	ENSG00000106003.14	LFNG	LFNG	0.0601	3.22	0.0402	0.844	0.917	0.0735	LFNG
chr13	36819222	36829104	9883	+	ENSG00000133111.4	RFXAP	RFXAP	-0.0387	2.4	0.0403	0.844	0.917	0.0736	RFXAP
chr7	103328570	103370346	41777	+	ENSG00000161057.13	PSMC2	PSMC2	0.0275	6.54	0.0405	0.844	0.917	0.0738	PSMC2
chr1	47438044	47440691	2648	+	ENSG00000186564.6	FOXD2	FOXD2	-0.113	-0.524	0.0401	0.844	0.917	0.0734	FOXD2
chr10	32267751	32378798	111048	-	ENSG00000120616.16	EPC1	EPC1	-0.0191	5.68	0.04	0.845	0.917	0.0733	EPC1
chr1	226989865	227318492	328628	-	ENSG00000143776.20	CDC42BPA	CDC42BPA	0.0332	5.32	0.0397	0.845	0.918	0.073	CDC42BPA
chr15	40569299	40574949	5651	+	ENSG00000166133.18	RPUSD2	RPUSD2	0.0365	3.16	0.0397	0.845	0.918	0.0731	RPUSD2
chrX	149929527	149938700	9174	-	ENSG00000197021.9	EOLA2	EOLA2	-0.0276	3.62	0.0401	0.845	0.917	0.0734	EOLA2
chr22	39077067	39087743	10677	+	ENSG00000239713.9	APOBEC3G	APOBEC3G	-0.0343	4.12	0.0399	0.845	0.917	0.0732	APOBEC3G
chr19	45527767	45602212	74446	-	ENSG00000125741.6	OPA3	OPA3	0.032	5.98	0.0391	0.846	0.918	0.0724	OPA3
chr15	49155656	49367869	212214	+	ENSG00000156958.15	GALK2	GALK2	0.0336	3.84	0.0395	0.846	0.918	0.0728	GALK2
chr9	35099776	35103195	3420	-	ENSG00000165283.16	STOML2	STOML2	-0.0192	5.26	0.0392	0.846	0.918	0.0725	STOML2
chr3	14125015	14143680	18666	+	ENSG00000170876.8	TMEM43	TMEM43	-0.0178	5.05	0.0395	0.846	0.918	0.0728	TMEM43
chr17	81843159	81860856	17698	-	ENSG00000185624.16	P4HB	P4HB	-0.0193	8.49	0.0395	0.846	0.918	0.0729	P4HB
chr16	67175599	67184040	8442	-	ENSG00000196123.13	KIAA0895L	KIAA0895L	-0.0242	4.13	0.0395	0.846	0.918	0.0729	KIAA0895L
chr19	55072020	55087923	15904	+	ENSG00000131037.15	EPS8L1	EPS8L1	0.0454	1.98	0.0389	0.847	0.919	0.0723	EPS8L1
chr2	216412383	216483053	70671	+	ENSG00000138375.14	SMARCAL1	SMARCAL1	0.0338	4.62	0.0386	0.847	0.919	0.0719	SMARCAL1
chr14	49768130	49786385	18256	+	ENSG00000165516.11	KLHDC2	KLHDC2	0.0228	4.73	0.0386	0.847	0.919	0.072	KLHDC2
chr11	61130257	61161615	31359	-	ENSG00000167987.11	VPS37C	VPS37C	0.0237	5.06	0.0389	0.847	0.919	0.0722	VPS37C
chr17	7435435	7437679	2245	+	ENSG00000181284.3	TMEM102	TMEM102	0.0272	4.21	0.0389	0.847	0.919	0.0722	TMEM102
chr21	46286342	46297751	11410	+	ENSG00000182362.14	YBEY	YBEY	-0.0223	3.93	0.0388	0.847	0.919	0.0721	YBEY
chr22	35738736	36028824	290089	-	ENSG00000100320.24	RBFOX2	RBFOX2	0.0433	4.37	0.0382	0.848	0.919	0.0715	RBFOX2
chr5	115804733	115816659	11927	-	ENSG00000129596.5	CDO1	CDO1	-0.0689	1.11	0.0385	0.848	0.919	0.0718	CDO1
chr17	77088749	77217101	128353	+	ENSG00000129657.16	SEC14L1	SEC14L1	0.0229	7.88	0.0385	0.848	0.919	0.0718	SEC14L1
chr17	73232233	73248959	16727	+	ENSG00000141219.16	C17orf80	C17orf80	-0.0281	4.82	0.0383	0.848	0.919	0.0716	C17orf80
chr10	94762681	94855547	92867	+	ENSG00000165841.11	CYP2C19	CYP2C19	0.0813	-0.0754	0.0383	0.848	0.919	0.0716	CYP2C19
chr11	6863057	6874717	11661	+	ENSG00000170790.6	OR10A2	OR10A2	-0.0839	0.856	0.0382	0.848	0.919	0.0716	OR10A2
chr15	74630558	74696292	65735	-	ENSG00000179151.13	EDC3	EDC3	-0.0225	5.19	0.0381	0.848	0.92	0.0714	EDC3
chr14	103733195	103847575	114381	-	ENSG00000088808.18	PPP1R13B	PPP1R13B	-0.0206	4.6	0.0377	0.849	0.92	0.071	PPP1R13B
chr4	109815510	109824740	9231	+	ENSG00000109534.17	GAR1	GAR1	0.0344	3.38	0.038	0.849	0.92	0.0713	GAR1
chr12	120438090	120440737	2648	+	ENSG00000111775.3	COX6A1	COX6A1	0.0238	6.51	0.0376	0.849	0.92	0.0709	COX6A1
chr2	110083870	110116022	32153	-	ENSG00000144063.4	MALL	MALL	-0.102	-0.389	0.0377	0.849	0.92	0.0711	MALL
chr4	163110073	163166890	56818	-	ENSG00000145414.9	NAF1	NAF1	0.0292	2.88	0.0378	0.849	0.92	0.0711	NAF1
chr21	33205282	33265675	60394	+	ENSG00000159110.22	IFNAR2	IFNAR2	0.0342	5.91	0.038	0.849	0.92	0.0713	IFNAR2
chr17	39921041	39927601	6561	-	ENSG00000172057.10	ORMDL3	ORMDL3	0.0459	4.69	0.0375	0.849	0.92	0.0709	ORMDL3
chr11	66435075	66466738	31664	-	ENSG00000174547.13	MRPL11	MRPL11	0.0219	4.37	0.0378	0.849	0.92	0.0711	MRPL11
chr11	167784	207399	39616	-	ENSG00000177951.18	BET1L	BET1L	-0.0228	6.2	0.0379	0.849	0.92	0.0713	BET1L
chr17	8224815	8248058	23244	-	ENSG00000178971.17	CTC1	CTC1	-0.0214	5.22	0.038	0.849	0.92	0.0713	CTC1
chr19	18196784	18204042	7259	-	ENSG00000105649.10	RAB3A	RAB3A	0.054	2.14	0.0373	0.85	0.92	0.0706	RAB3A
chr1	93561741	93847150	285410	-	ENSG00000137936.18	BCAR3	BCAR3	-0.0664	4.03	0.0372	0.85	0.92	0.0705	BCAR3
chr13	25096136	25099254	3119	+	ENSG00000151846.9	PABPC3	PABPC3	0.175	-0.154	0.0371	0.85	0.92	0.0705	PABPC3
chr13	49628507	49633872	5366	+	ENSG00000152213.4	ARL11	ARL11	0.0225	4.81	0.0374	0.85	0.92	0.0707	ARL11
chr11	73876699	73931114	54416	+	ENSG00000175575.13	PAAF1	PAAF1	0.0356	4.17	0.0372	0.85	0.92	0.0706	PAAF1
chr20	36612318	36646196	33879	-	ENSG00000101082.14	SLA2	SLA2	-0.0877	-1.07	0.0368	0.851	0.921	0.0701	SLA2
chr18	26454910	26657401	202492	-	ENSG00000134504.14	KCTD1	KCTD1	0.0828	1.97	0.0368	0.851	0.921	0.0701	KCTD1
chr8	129748196	129786624	38429	-	ENSG00000147697.9	GSDMC	GSDMC	0.0843	-0.559	0.0365	0.851	0.922	0.0698	GSDMC
chr19	984332	998438	14107	+	ENSG00000065268.11	WDR18	WDR18	-0.0302	4.29	0.036	0.852	0.922	0.0694	WDR18
chr10	30434021	30461833	27813	+	ENSG00000107968.10	MAP3K8	MAP3K8	-0.0274	5.33	0.0363	0.852	0.922	0.0696	MAP3K8
chr10	79068966	79316519	247554	+	ENSG00000108175.19	ZMIZ1	ZMIZ1	-0.0176	8.86	0.0362	0.852	0.922	0.0695	ZMIZ1
chr6	137867214	137883314	16101	+	ENSG00000118503.17	TNFAIP3	TNFAIP3	-0.0369	7.15	0.0363	0.852	0.922	0.0696	TNFAIP3
chr19	46860997	47005077	144081	+	ENSG00000160007.20	ARHGAP35	ARHGAP35	-0.0194	7.72	0.0364	0.852	0.922	0.0697	ARHGAP35
chr9	34646631	34661886	15256	+	ENSG00000258728.2	NA	NA	0.0353	2.39	0.036	0.852	0.922	0.0694	ENSG00000258728.2
chr19	54249421	54257301	7881	-	ENSG00000105609.17	LILRB5	LILRB5	-0.0504	2.53	0.0359	0.853	0.922	0.0692	LILRB5
chr6	149446795	149485014	38220	-	ENSG00000178199.14	ZC3H12D	ZC3H12D	-0.0221	4.39	0.0357	0.853	0.922	0.069	ZC3H12D
chr19	36687612	36727701	40090	+	ENSG00000189042.14	ZNF567	ZNF567	0.0364	3.56	0.0355	0.853	0.923	0.0688	ZNF567
chr19	34590644	34677159	86516	-	ENSG00000205209.8	SCGB2B2	SCGB2B2	-0.0649	0.266	0.0358	0.853	0.922	0.0691	SCGB2B2
chr6	31945650	31952086	6437	+	ENSG00000243649.10	CFB	CFB	-0.192	-0.169	0.0359	0.853	0.922	0.0692	CFB
chrX	154541199	154565046	23848	+	ENSG00000269335.7	IKBKG	IKBKG	0.021	5.44	0.036	0.853	0.922	0.0693	IKBKG
chr7	75027122	75074228	47107	-	ENSG00000274523.5	RCC1L	RCC1L	-0.0327	5.25	0.0359	0.853	0.922	0.0692	RCC1L
chr2	241356285	241494841	138557	+	ENSG00000006607.14	FARP2	FARP2	0.039	4.62	0.0355	0.854	0.923	0.0688	FARP2
chr12	48042897	48106079	63183	-	ENSG00000079387.14	SENP1	SENP1	-0.0358	4.65	0.0351	0.854	0.923	0.0684	SENP1
chr3	128909866	129002690	92825	-	ENSG00000114656.13	CFAP92	CFAP92	0.0403	2.44	0.0353	0.854	0.923	0.0686	CFAP92
chr2	74455087	74457944	2858	+	ENSG00000115274.15	INO80B	INO80B	0.0392	4.05	0.0353	0.854	0.923	0.0686	INO80B
chrX	45148373	45200901	52529	-	ENSG00000147113.17	DIPK2B	DIPK2B	-0.0569	0.87	0.0353	0.854	0.923	0.0686	DIPK2B
chrX	71239624	71255146	15523	-	ENSG00000147130.14	ZMYM3	ZMYM3	-0.0197	6.57	0.035	0.854	0.923	0.0683	ZMYM3
chr10	13438484	13529014	90531	-	ENSG00000165626.19	BEND7	BEND7	0.0785	0.298	0.0352	0.854	0.923	0.0685	BEND7
chrX	71615916	71618511	2596	-	ENSG00000186810.8	CXCR3	CXCR3	0.0498	2.96	0.0352	0.854	0.923	0.0685	CXCR3
chr1	84506300	84567379	61080	+	ENSG00000122432.19	SPATA1	SPATA1	0.0472	1.49	0.0346	0.855	0.924	0.0679	SPATA1
chr17	63702845	63752097	49253	-	ENSG00000125695.12	NA	NA	-0.227	1.63	0.0349	0.855	0.923	0.0681	ENSG00000125695.12
chr17	50862223	50867978	5756	-	ENSG00000141232.5	TOB1	TOB1	0.0275	5.4	0.0348	0.855	0.923	0.0681	TOB1
chr17	59674636	59707626	32991	-	ENSG00000141378.15	PTRH2	PTRH2	-0.0287	4.06	0.0346	0.855	0.924	0.0679	PTRH2
chr7	33094797	33109405	14609	-	ENSG00000164610.10	RP9	RP9	-0.0319	3.12	0.035	0.855	0.923	0.0682	RP9
chr15	55538884	55588947	50064	-	ENSG00000171016.13	PYGO1	PYGO1	0.0729	0.593	0.0349	0.855	0.923	0.0681	PYGO1
chr21	39174769	39183488	8720	-	ENSG00000183527.12	PSMG1	PSMG1	0.0273	4.23	0.0348	0.855	0.923	0.0681	PSMG1
chr12	118376555	118418033	41479	+	ENSG00000111707.12	SUDS3	SUDS3	-0.0165	5.74	0.0344	0.856	0.924	0.0676	SUDS3
chr11	60327255	60396596	69342	+	ENSG00000166926.9	MS4A6E	MS4A6E	0.0808	-0.149	0.0343	0.856	0.924	0.0676	MS4A6E
chr11	65945480	65959966	14487	+	ENSG00000175513.10	TSGA10IP	TSGA10IP	-0.0686	0.728	0.0343	0.856	0.924	0.0675	TSGA10IP
chr2	73202574	73212513	9940	+	ENSG00000214513.4	NOTO	NOTO	0.0979	-1.06	0.0342	0.856	0.924	0.0675	NOTO
chr22	22484421	22508742	24322	-	ENSG00000275004.4	ZNF280B	ZNF280B	0.0236	3.01	0.0341	0.856	0.925	0.0673	ZNF280B
chr20	3227417	3239559	12143	-	ENSG00000088836.14	SLC4A11	SLC4A11	0.0772	1.5	0.034	0.857	0.925	0.0672	SLC4A11
chr9	137039463	137046179	6717	-	ENSG00000107281.10	NPDC1	NPDC1	0.0864	1.15	0.0336	0.857	0.925	0.0668	NPDC1
chr3	108296529	108378285	81757	+	ENSG00000114455.15	HHLA2	HHLA2	0.092	0.31	0.034	0.857	0.925	0.0672	HHLA2
chr5	177501904	177511274	9371	-	ENSG00000146094.16	DOK3	DOK3	-0.0318	7.23	0.0336	0.857	0.925	0.0668	DOK3
chr5	82273320	82278396	5077	-	ENSG00000186468.13	RPS23	RPS23	-0.0159	9.31	0.0339	0.857	0.925	0.0671	RPS23
chr1	243488233	243851079	362847	-	ENSG00000117020.19	AKT3	AKT3	0.0342	5.16	0.0332	0.858	0.926	0.0664	AKT3
chr19	43596392	43601157	4766	+	ENSG00000124444.16	ZNF576	ZNF576	0.0296	3.23	0.0334	0.858	0.926	0.0666	ZNF576
chr14	64503712	64533690	29979	+	ENSG00000126804.14	ZBTB1	ZBTB1	-0.0248	6.36	0.0331	0.858	0.926	0.0663	ZBTB1
chr12	119989236	120094494	105259	+	ENSG00000135127.12	BICDL1	BICDL1	-0.1	-1.07	0.0334	0.858	0.926	0.0666	BICDL1
chr17	44899142	44905390	6249	+	ENSG00000167131.17	CCDC103	CCDC103	-0.108	-1.14	0.0331	0.858	0.926	0.0663	CCDC103
chr6	30600413	30618612	18200	-	ENSG00000204569.10	PPP1R10	PPP1R10	0.0247	6.78	0.0335	0.858	0.925	0.0667	PPP1R10
chr11	93741664	93812378	70715	+	ENSG00000284057.1	NA	NA	0.299	1	0.0332	0.858	0.926	0.0663	ENSG00000284057.1
chr11	65027439	65040572	13134	+	ENSG00000110025.13	SNX15	SNX15	0.0756	3.4	0.033	0.859	0.926	0.0661	SNX15
chr1	11980181	12015211	35031	+	ENSG00000116688.18	MFN2	MFN2	0.0172	6.87	0.0331	0.859	0.926	0.0662	MFN2
chr3	10293131	10321112	27982	-	ENSG00000157020.18	SEC13	SEC13	-0.0178	6.49	0.0331	0.859	0.926	0.0662	SEC13
chr7	102479976	102517777	37802	-	ENSG00000170667.16	RASA4B	RASA4B	-0.0313	6.94	0.0327	0.859	0.926	0.0658	RASA4B
chr9	34638133	34651035	12903	+	ENSG00000213930.12	GALT	GALT	0.0226	4.07	0.0326	0.859	0.927	0.0658	GALT
chr8	17576433	17644071	67639	+	ENSG00000104213.13	PDGFRL	PDGFRL	0.102	-0.193	0.0326	0.86	0.927	0.0657	PDGFRL
chr11	18278668	18322198	43531	-	ENSG00000110756.18	HPS5	HPS5	0.0207	6.36	0.0325	0.86	0.927	0.0656	HPS5
chr9	120751978	120793416	41439	-	ENSG00000119402.18	FBXW2	FBXW2	0.0138	6.79	0.0326	0.86	0.927	0.0657	FBXW2
chr5	38845858	38945596	99739	+	ENSG00000145623.13	OSMR	OSMR	0.0766	0.193	0.0325	0.86	0.927	0.0656	OSMR
chr19	9604680	9621236	16557	-	ENSG00000171469.11	ZNF561	ZNF561	0.0208	4.91	0.0322	0.86	0.927	0.0653	ZNF561
chr1	36415827	36450451	34625	-	ENSG00000116885.18	OSCP1	OSCP1	0.19	-0.74	0.0319	0.861	0.927	0.065	OSCP1
chr19	50358472	50365830	7359	-	ENSG00000131400.9	NAPSA	NAPSA	0.0268	7.64	0.0321	0.861	0.927	0.0652	NAPSA
chr15	74843730	74873365	29636	-	ENSG00000140497.16	SCAMP2	SCAMP2	0.0138	8.36	0.0319	0.861	0.927	0.0649	SCAMP2
chr10	110871795	110900006	28212	+	ENSG00000150593.18	PDCD4	PDCD4	-0.02	7.12	0.032	0.861	0.927	0.0651	PDCD4
chr21	14485228	14658821	173594	-	ENSG00000155307.19	SAMSN1	SAMSN1	-0.027	6.88	0.0321	0.861	0.927	0.0652	SAMSN1
chr11	65857126	65867653	10528	+	ENSG00000172732.12	MUS81	MUS81	-0.0263	5.05	0.0319	0.861	0.927	0.0649	MUS81
chr11	66257294	66267860	10567	+	ENSG00000174996.12	KLC2	KLC2	-0.0291	4.3	0.032	0.861	0.927	0.0651	KLC2
chr17	82942149	83051809	109661	-	ENSG00000175711.9	B3GNTL1	B3GNTL1	-0.0251	3.04	0.0317	0.861	0.928	0.0648	B3GNTL1
chr19	18990888	19034023	43136	-	ENSG00000064607.17	SUGP2	SUGP2	0.0157	7.88	0.0313	0.862	0.928	0.0644	SUGP2
chr3	46353864	46360940	7077	+	ENSG00000121807.7	CCR2	CCR2	-0.117	2.7	0.0315	0.862	0.928	0.0645	CCR2
chr12	121017763	121039246	21484	-	ENSG00000135114.14	OASL	OASL	0.0667	1.32	0.0313	0.862	0.928	0.0644	OASL
chr8	124488485	124539458	50974	-	ENSG00000147687.19	TATDN1	TATDN1	0.033	3.62	0.0313	0.862	0.928	0.0643	TATDN1
