seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr16	30989256	31010638	21383	-	ENSG00000099365.11	STX1B	STX1B	-0.0688	1.29	0.0537	0.82	0.895	0.086	STX1B
chr9	97674909	97697340	22432	-	ENSG00000136936.11	XPA	XPA	-0.0403	3.81	0.0541	0.82	0.894	0.0863	XPA
chr5	79612120	79688246	76127	+	ENSG00000164329.14	TENT2	TENT2	-0.0256	6.45	0.0538	0.82	0.895	0.0861	TENT2
chr1	3889125	3900293	11169	-	ENSG00000198912.12	C1orf174	C1orf174	-0.0239	4.93	0.0537	0.82	0.895	0.086	C1orf174
chr8	102858046	102863860	5815	-	ENSG00000289653.1	NA	NA	0.227	-1.03	0.0538	0.82	0.895	0.0861	ENSG00000289653.1
chr12	96278261	96400480	122220	-	ENSG00000059758.8	CDK17	CDK17	0.0364	4.67	0.0531	0.821	0.895	0.0854	CDK17
chr1	42925353	42958893	33541	-	ENSG00000117394.24	SLC2A1	SLC2A1	-0.0797	1.63	0.0534	0.821	0.895	0.0857	SLC2A1
chr19	49591182	49626439	35258	+	ENSG00000126464.15	PRR12	PRR12	0.0467	6.38	0.0536	0.821	0.895	0.0859	PRR12
chr2	130151392	130182750	31359	-	ENSG00000136699.20	SMPD4	SMPD4	0.0255	6.2	0.0531	0.821	0.895	0.0855	SMPD4
chr5	151100706	151157815	57110	-	ENSG00000197043.15	ANXA6	ANXA6	-0.0688	5.19	0.0536	0.821	0.895	0.0859	ANXA6
chr1	167094075	167129165	35091	+	ENSG00000198842.10	STYXL2	STYXL2	0.0654	3.85	0.0535	0.821	0.895	0.0858	STYXL2
chr19	20077994	20127076	49083	+	ENSG00000213988.11	ZNF90	ZNF90	-0.0588	2.05	0.0535	0.821	0.895	0.0858	ZNF90
chr1	43383917	43389808	5892	-	ENSG00000159479.17	MED8	MED8	-0.0318	5.02	0.0527	0.822	0.896	0.0851	MED8
chr3	49162535	49166331	3797	-	ENSG00000177352.10	CCDC71	CCDC71	-0.0336	4.95	0.0525	0.822	0.896	0.0849	CCDC71
chr19	52064465	52095765	31301	-	ENSG00000197608.12	ZNF841	ZNF841	-0.0352	4.11	0.0525	0.822	0.896	0.0849	ZNF841
chr6	105993463	106109939	116477	+	ENSG00000057657.17	PRDM1	PRDM1	0.0434	5.95	0.0521	0.823	0.896	0.0846	PRDM1
chr10	96043394	96060870	17477	+	ENSG00000107443.16	CCNJ	CCNJ	-0.0288	4.49	0.0523	0.823	0.896	0.0847	CCNJ
chr20	7977346	8019805	42460	-	ENSG00000125827.9	TMX4	TMX4	-0.0304	4.96	0.0522	0.823	0.896	0.0846	TMX4
chr6	17600302	17611719	11418	+	ENSG00000137414.7	FAM8A1	FAM8A1	0.0526	4.54	0.0523	0.823	0.896	0.0848	FAM8A1
chr2	231961245	232344350	383106	+	ENSG00000144535.20	DIS3L2	DIS3L2	0.0468	4.61	0.0522	0.823	0.896	0.0846	DIS3L2
chr4	82430590	82461177	30588	+	ENSG00000145293.17	ENOPH1	ENOPH1	0.0214	5.16	0.052	0.823	0.896	0.0845	ENOPH1
chr21	25716503	25735673	19171	-	ENSG00000154723.13	ATP5PF	ATP5PF	0.0335	5.87	0.0524	0.823	0.896	0.0848	ATP5PF
chr7	5431335	5513809	82475	-	ENSG00000155034.20	FBXL18	FBXL18	-0.0248	5.11	0.0522	0.823	0.896	0.0847	FBXL18
chr20	13995369	16053197	2057829	+	ENSG00000172264.19	MACROD2	MACROD2	-0.129	0.289	0.0524	0.823	0.896	0.0848	MACROD2
chr20	1470741	1491587	20847	-	ENSG00000196209.13	SIRPB2	SIRPB2	0.0323	4.17	0.0519	0.823	0.897	0.0844	SIRPB2
chr16	83719311	83819737	100427	+	ENSG00000230989.8	HSBP1	HSBP1	-0.0326	5.83	0.0523	0.823	0.896	0.0848	HSBP1
chr17	60443158	60526242	83085	-	ENSG00000062725.10	APPBP2	APPBP2	0.0336	5.45	0.0516	0.824	0.897	0.0841	APPBP2
chr5	61332258	61546172	213915	+	ENSG00000130449.6	ZSWIM6	ZSWIM6	0.0246	6.73	0.0514	0.824	0.897	0.0839	ZSWIM6
chr19	37007857	37130368	122512	+	ENSG00000197050.11	ZNF420	ZNF420	0.0639	2.87	0.0518	0.824	0.897	0.0843	ZNF420
chr10	70147289	70170523	23235	-	ENSG00000079332.15	SAR1A	SAR1A	0.0262	6.16	0.0511	0.825	0.898	0.0837	SAR1A
chr5	40825262	40835222	9961	-	ENSG00000145592.14	RPL37	RPL37	0.0333	8.91	0.0512	0.825	0.897	0.0838	RPL37
chr1	108648290	108661526	13237	-	ENSG00000162639.16	HENMT1	HENMT1	-0.0266	4	0.0509	0.825	0.898	0.0835	HENMT1
chr9	34329506	34343711	14206	+	ENSG00000164978.18	NUDT2	NUDT2	-0.0373	3.21	0.0509	0.825	0.898	0.0835	NUDT2
chr9	134135365	134159968	24604	+	ENSG00000196363.10	WDR5	WDR5	0.0211	5.15	0.051	0.825	0.898	0.0836	WDR5
chr19	52297169	52325922	28754	+	ENSG00000198464.14	ZNF480	ZNF480	0.0396	4.74	0.0507	0.825	0.898	0.0833	ZNF480
chr11	62665309	62668496	3188	+	ENSG00000214756.8	CSKMT	CSKMT	-0.0746	-0.0929	0.0507	0.825	0.898	0.0833	CSKMT
chr9	127867850	127906022	38173	-	ENSG00000257524.6	ST6GALNAC6	ST6GALNAC6	0.067	3.14	0.0511	0.825	0.898	0.0836	ST6GALNAC6
chr19	45668221	45683722	15502	+	ENSG00000010310.9	GIPR	GIPR	0.0426	4.05	0.0506	0.826	0.898	0.0832	GIPR
chr2	86213993	86338083	124091	-	ENSG00000068615.20	REEP1	REEP1	0.0492	3.2	0.0504	0.826	0.898	0.0831	REEP1
chr12	56222015	56229854	7840	+	ENSG00000139579.13	NABP2	NABP2	0.0275	4.1	0.0503	0.826	0.898	0.083	NABP2
chr17	55751051	55842830	91780	+	ENSG00000141179.14	PCTP	PCTP	0.0234	5.03	0.0504	0.826	0.898	0.083	PCTP
chr11	125442881	125592568	149688	-	ENSG00000149557.14	FEZ1	FEZ1	-0.126	1.02	0.0503	0.826	0.898	0.083	FEZ1
chr19	9604680	9621236	16557	-	ENSG00000171469.11	ZNF561	ZNF561	0.0261	4.91	0.0504	0.826	0.898	0.0831	ZNF561
chr17	7225342	7234517	9176	-	ENSG00000004975.12	DVL2	DVL2	-0.0246	5.76	0.0497	0.827	0.899	0.0824	DVL2
chr6	24704861	24719998	15138	-	ENSG00000112308.13	C6orf62	C6orf62	0.0389	7.5	0.0498	0.827	0.899	0.0825	C6orf62
chr14	63684216	63728065	43850	-	ENSG00000126821.8	SGPP1	SGPP1	0.0439	6.58	0.0497	0.827	0.899	0.0825	SGPP1
chr14	24318349	24335093	16745	-	ENSG00000129467.14	ADCY4	ADCY4	0.0524	1.91	0.0496	0.827	0.899	0.0824	ADCY4
chr17	39210541	39225945	15405	-	ENSG00000141750.7	STAC2	STAC2	-0.0969	0.597	0.05	0.827	0.899	0.0827	STAC2
chr2	70808643	70820599	11957	-	ENSG00000152672.8	CLEC4F	CLEC4F	-0.0664	1.97	0.05	0.827	0.899	0.0827	CLEC4F
chr7	150991017	151014588	23572	+	ENSG00000164867.11	NOS3	NOS3	0.164	-1.33	0.0499	0.827	0.899	0.0826	NOS3
chr10	73110375	73131828	21454	+	ENSG00000166321.14	NUDT13	NUDT13	0.0629	1.6	0.0499	0.827	0.899	0.0826	NUDT13
chr12	57529633	57547224	17592	-	ENSG00000175203.17	DCTN2	DCTN2	0.0231	6.5	0.05	0.827	0.899	0.0827	DCTN2
chr7	29563835	29567293	3459	+	ENSG00000176532.4	PRR15	PRR15	0.0482	2.09	0.0496	0.827	0.899	0.0823	PRR15
chr9	33104082	33167356	63275	-	ENSG00000086062.13	B4GALT1	B4GALT1	-0.0276	7.33	0.0495	0.828	0.899	0.0822	B4GALT1
chr5	79236131	79327211	91081	+	ENSG00000152409.9	JMY	JMY	0.0446	4.44	0.0493	0.828	0.899	0.0821	JMY
chr4	70704204	70808619	104416	+	ENSG00000018189.13	RUFY3	RUFY3	-0.0269	5.76	0.0484	0.829	0.9	0.0813	RUFY3
chr17	75236599	75262363	25765	-	ENSG00000125447.18	GGA3	GGA3	0.0205	6.9	0.0485	0.829	0.9	0.0813	GGA3
chr5	139526431	139628434	102004	+	ENSG00000131508.17	UBE2D2	UBE2D2	-0.0292	6.2	0.0486	0.829	0.9	0.0814	UBE2D2
chr9	132878027	132890201	12175	+	ENSG00000165698.16	SPACA9	SPACA9	0.0449	1.67	0.0486	0.829	0.9	0.0815	SPACA9
chr17	50426158	50474845	48688	+	ENSG00000167107.13	ACSF2	ACSF2	-0.0447	4.31	0.0487	0.829	0.9	0.0815	ACSF2
chr10	93893973	93956062	62090	+	ENSG00000176273.15	SLC35G1	SLC35G1	-0.0391	1.89	0.0487	0.829	0.9	0.0815	SLC35G1
chr9	86944362	86947506	3145	-	ENSG00000180447.7	GAS1	GAS1	0.0538	1.81	0.0485	0.829	0.9	0.0814	GAS1
chr5	129748094	129766732	18639	+	ENSG00000186367.7	MINAR2	MINAR2	0.0881	0.207	0.0485	0.829	0.9	0.0814	MINAR2
chrM	7586	8269	684	+	ENSG00000198712.1	COX2	COX2	-0.0521	12.3	0.0487	0.829	0.9	0.0815	COX2
chr16	50024410	50037088	12679	+	ENSG00000205423.12	CNEP1R1	CNEP1R1	-0.0504	4.21	0.0488	0.829	0.9	0.0816	CNEP1R1
chr14	59484443	59505410	20968	+	ENSG00000050130.18	JKAMP	JKAMP	0.029	5.19	0.048	0.83	0.9	0.0809	JKAMP
chr19	48393668	48444931	51264	+	ENSG00000105464.4	GRIN2D	GRIN2D	0.043	3.14	0.0479	0.83	0.901	0.0808	GRIN2D
chr5	115520908	115544775	23868	-	ENSG00000145780.8	FEM1C	FEM1C	-0.0381	5.37	0.0483	0.83	0.9	0.0812	FEM1C
chr4	147637785	147684163	46379	-	ENSG00000164169.13	PRMT9	PRMT9	-0.0301	3.89	0.0479	0.83	0.901	0.0809	PRMT9
chr16	9091644	9121635	29992	+	ENSG00000182831.12	C16orf72	C16orf72	0.0349	7.37	0.048	0.83	0.9	0.0809	C16orf72
chr22	30969245	30979395	10151	+	ENSG00000253352.10	TUG1	TUG1	0.0262	6.99	0.0481	0.83	0.9	0.081	TUG1
chr17	42968088	42980433	12346	-	ENSG00000267060.7	PTGES3L	PTGES3L	-0.115	-0.542	0.0482	0.83	0.9	0.0811	PTGES3L
chr22	28742039	28757515	15477	+	ENSG00000100209.11	HSCB	HSCB	-0.0423	2.97	0.0475	0.831	0.901	0.0805	HSCB
chr17	1829702	1900082	70381	+	ENSG00000132383.12	RPA1	RPA1	0.0219	6.96	0.0475	0.831	0.901	0.0804	RPA1
chr1	11654375	11663327	8953	+	ENSG00000132879.14	FBXO44	FBXO44	0.0373	3.77	0.0477	0.831	0.901	0.0806	FBXO44
chr15	66702236	66782849	80614	+	ENSG00000137834.15	SMAD6	SMAD6	0.0508	3.54	0.0472	0.831	0.901	0.0802	SMAD6
chr17	46833201	46886730	53530	+	ENSG00000158955.11	WNT9B	WNT9B	-0.0938	0.126	0.0476	0.831	0.901	0.0805	WNT9B
chr1	235109341	235128837	19497	-	ENSG00000173726.11	TOMM20	TOMM20	0.0224	7.05	0.0473	0.831	0.901	0.0803	TOMM20
chr1	95117923	95247225	129303	+	ENSG00000271092.5	TLCD4-RWDD3	TLCD4-RWDD3	-0.11	-0.505	0.0474	0.831	0.901	0.0804	TLCD4-RWDD3
chr7	100177563	100221488	43926	+	ENSG00000066923.18	STAG3	STAG3	0.0244	6.01	0.047	0.832	0.902	0.08	STAG3
chr22	20859007	20891214	32208	+	ENSG00000099940.12	SNAP29	SNAP29	0.0268	6.03	0.0469	0.832	0.902	0.0799	SNAP29
chr18	80034389	80050651	16263	+	ENSG00000101546.13	RBFA	RBFA	0.0301	3.6	0.0469	0.832	0.902	0.0799	RBFA
chr16	19410496	19499113	88618	+	ENSG00000103534.17	TMC5	TMC5	-0.137	-0.933	0.0467	0.832	0.902	0.0797	TMC5
chr7	7636518	7718607	82090	-	ENSG00000106399.11	RPA3	RPA3	0.0595	3.03	0.0469	0.832	0.902	0.0799	RPA3
chr7	152759749	152855378	95630	+	ENSG00000133627.18	ACTR3B	ACTR3B	0.0603	1.78	0.0471	0.832	0.901	0.0801	ACTR3B
chr11	113314579	113383544	68966	+	ENSG00000149292.17	TTC12	TTC12	-0.0713	2.85	0.0467	0.832	0.902	0.0797	TTC12
chr20	646615	653200	6586	-	ENSG00000271303.2	SRXN1	SRXN1	-0.0285	3.81	0.0468	0.832	0.902	0.0798	SRXN1
chr12	27523431	27695564	172134	+	ENSG00000110841.14	PPFIBP1	PPFIBP1	0.0311	4.23	0.0461	0.833	0.903	0.0792	PPFIBP1
chr19	55171196	55180289	9094	-	ENSG00000129990.15	SYT5	SYT5	0.0752	0.228	0.0464	0.833	0.902	0.0795	SYT5
chr12	21264600	21419594	154995	-	ENSG00000084453.17	SLCO1A2	SLCO1A2	0.0944	0.638	0.0458	0.834	0.903	0.0789	SLCO1A2
chr20	45252239	45254564	2326	-	ENSG00000124107.5	SLPI	SLPI	0.204	0.669	0.046	0.834	0.903	0.079	SLPI
chr7	92528773	92540481	11709	+	ENSG00000127993.16	RBM48	RBM48	-0.0338	4.55	0.0455	0.834	0.903	0.0786	RBM48
chr16	66603874	66613892	10019	+	ENSG00000140931.20	CMTM3	CMTM3	-0.0266	7.22	0.0458	0.834	0.903	0.0789	CMTM3
chr1	154548577	154559028	10452	-	ENSG00000160714.10	UBE2Q1	UBE2Q1	-0.0168	6.33	0.0456	0.834	0.903	0.0787	UBE2Q1
chr17	29071122	29180398	109277	-	ENSG00000196535.20	MYO18A	MYO18A	-0.0231	8.23	0.0458	0.834	0.903	0.0789	MYO18A
chr17	45620344	45835826	215483	+	ENSG00000263715.7	CRHR1	CRHR1	0.0788	0.254	0.0455	0.834	0.903	0.0786	CRHR1
chr13	39655627	39791665	136039	+	ENSG00000133103.17	COG6	COG6	-0.0524	4.14	0.0454	0.835	0.903	0.0785	COG6
chr11	27494418	27506769	12352	-	ENSG00000148943.12	LIN7C	LIN7C	-0.0301	4.53	0.0451	0.835	0.904	0.0782	LIN7C
chr12	98613405	98645113	31709	-	ENSG00000166130.15	IKBIP	IKBIP	0.0289	4.87	0.0455	0.835	0.903	0.0786	IKBIP
chr16	1632259	1686715	54457	+	ENSG00000261732.1	NA	NA	0.0503	2.91	0.0453	0.835	0.904	0.0784	ENSG00000261732.1
chr17	42038232	42050601	12370	-	ENSG00000267221.3	C17orf113	C17orf113	-0.035	3.93	0.0453	0.835	0.904	0.0785	C17orf113
chr22	36510855	36529184	18330	-	ENSG00000100353.18	EIF3D	EIF3D	0.015	7.7	0.0446	0.836	0.904	0.0778	EIF3D
chr12	6375045	6391571	16527	+	ENSG00000111321.11	LTBR	LTBR	-0.0312	6.88	0.0448	0.836	0.904	0.0779	LTBR
chr8	17246931	17302427	55497	+	ENSG00000155975.10	VPS37A	VPS37A	-0.028	5.07	0.0446	0.836	0.905	0.0777	VPS37A
chr4	127917799	127966034	48236	-	ENSG00000164073.11	MFSD8	MFSD8	-0.0296	4.43	0.0449	0.836	0.904	0.078	MFSD8
chr2	85657314	85668741	11428	-	ENSG00000168878.19	SFTPB	SFTPB	-0.0491	1.58	0.0449	0.836	0.904	0.078	SFTPB
chr2	119366924	119372550	5627	+	ENSG00000155368.18	DBI	DBI	-0.0359	8.43	0.0442	0.837	0.905	0.0774	DBI
chr19	9641807	9675100	33294	-	ENSG00000171466.10	ZNF562	ZNF562	-0.0351	5.37	0.044	0.837	0.905	0.0772	ZNF562
chr11	9019476	9138114	118639	-	ENSG00000175356.14	SCUBE2	SCUBE2	0.14	-0.153	0.044	0.837	0.905	0.0772	SCUBE2
chr18	5392381	5630700	238320	-	ENSG00000082397.18	EPB41L3	EPB41L3	-0.0352	7.07	0.0435	0.838	0.906	0.0767	EPB41L3
chr2	69457997	69674349	216353	-	ENSG00000115977.21	AAK1	AAK1	0.0237	7.07	0.0433	0.838	0.906	0.0766	AAK1
chr8	98102344	98117171	14828	-	ENSG00000132541.11	RIDA	RIDA	-0.0328	2.68	0.0438	0.838	0.906	0.077	RIDA
chr6	28281572	28302549	20978	+	ENSG00000137338.6	PGBD1	PGBD1	0.0463	2.35	0.0437	0.838	0.906	0.0769	PGBD1
chr3	10248023	10281218	33196	+	ENSG00000157014.11	TATDN2	TATDN2	-0.016	6.05	0.0436	0.838	0.906	0.0768	TATDN2
chr1	202007945	202017183	9239	+	ENSG00000163435.16	ELF3	ELF3	0.111	0.218	0.0438	0.838	0.906	0.077	ELF3
chr15	43510958	43531620	20663	+	ENSG00000166963.13	MAP1A	MAP1A	0.113	-0.931	0.0433	0.838	0.906	0.0765	MAP1A
chr15	90954881	90963125	8245	+	ENSG00000166965.13	RCCD1	RCCD1	0.0381	3.46	0.0434	0.838	0.906	0.0767	RCCD1
chr10	97426191	97433444	7254	+	ENSG00000171314.9	PGAM1	PGAM1	0.025	7.27	0.0435	0.838	0.906	0.0768	PGAM1
chr5	178941191	178966433	25243	+	ENSG00000178187.8	ZNF454	ZNF454	0.129	-1.05	0.0434	0.838	0.906	0.0767	ZNF454
chr10	110898730	110919201	20472	-	ENSG00000214413.9	BBIP1	BBIP1	-0.0517	2.62	0.0437	0.838	0.906	0.0769	BBIP1
chr6	27831174	27831560	387	-	ENSG00000273542.2	H4C12	H4C12	-0.281	0.383	0.0435	0.838	0.906	0.0767	H4C12
chr9	69035747	69255187	219441	+	ENSG00000285130.2	NA	NA	-0.0866	0.87	0.0435	0.838	0.906	0.0768	ENSG00000285130.2
chr19	41708585	41730433	21849	+	ENSG00000105388.17	CEACAM5	CEACAM5	0.121	-0.767	0.043	0.839	0.906	0.0763	CEACAM5
chr6	109366514	109382467	15954	-	ENSG00000135535.17	CD164	CD164	0.0342	8.56	0.0432	0.839	0.906	0.0765	CD164
chr9	113313222	113340298	27077	-	ENSG00000148225.16	WDR31	WDR31	0.0397	2.27	0.0429	0.839	0.906	0.0761	WDR31
chr17	44034328	44067619	33292	-	ENSG00000161654.10	LSM12	LSM12	0.0172	5.83	0.0432	0.839	0.906	0.0764	LSM12
chr1	115976513	116070054	93542	+	ENSG00000163393.13	SLC22A15	SLC22A15	0.0222	4.31	0.0429	0.839	0.906	0.0762	SLC22A15
chr15	82986210	82991057	4848	+	ENSG00000169612.4	RAMAC	RAMAC	0.0284	5.08	0.0431	0.839	0.906	0.0763	RAMAC
chr11	72080337	72096895	16559	+	ENSG00000184154.16	LRTOMT	LRTOMT	-0.0598	2.47	0.0429	0.839	0.906	0.0762	LRTOMT
chr8	100257060	100336218	79159	-	ENSG00000034677.13	RNF19A	RNF19A	-0.059	5.41	0.0426	0.84	0.906	0.0759	RNF19A
chrX	76173040	76178314	5275	+	ENSG00000102390.11	PBDC1	PBDC1	0.0311	4.81	0.0425	0.84	0.906	0.0757	PBDC1
chr6	2765393	2786952	21560	+	ENSG00000124535.16	WRNIP1	WRNIP1	-0.0177	4.99	0.0422	0.84	0.907	0.0755	WRNIP1
chr1	225982702	225999343	16642	-	ENSG00000143751.10	SDE2	SDE2	-0.0188	4.83	0.0424	0.84	0.907	0.0756	SDE2
chr11	111927144	112022653	95510	+	ENSG00000150764.14	DIXDC1	DIXDC1	-0.11	-0.344	0.0424	0.84	0.907	0.0756	DIXDC1
chr6	32041153	32115334	74182	-	ENSG00000168477.20	TNXB	TNXB	-0.13	-0.807	0.0425	0.84	0.906	0.0758	TNXB
chr16	29995715	30005793	10079	+	ENSG00000169592.15	INO80E	INO80E	0.0322	5.22	0.0422	0.84	0.907	0.0755	INO80E
chr2	184598529	184939492	340964	+	ENSG00000170396.9	ZNF804A	ZNF804A	-0.0285	4.07	0.0426	0.84	0.906	0.0758	ZNF804A
chr8	56211686	56218809	7124	+	ENSG00000170791.18	CHCHD7	CHCHD7	-0.0284	5.52	0.0426	0.84	0.906	0.0759	CHCHD7
chr19	2785503	2815807	30305	+	ENSG00000172009.15	THOP1	THOP1	-0.0246	4.8	0.0425	0.84	0.906	0.0757	THOP1
chr22	31436977	31496108	59132	-	ENSG00000184708.18	EIF4ENIF1	EIF4ENIF1	0.0632	5.11	0.0423	0.84	0.907	0.0756	EIF4ENIF1
chr13	52033611	52129092	95482	-	ENSG00000197168.14	NEK5	NEK5	0.0682	0.288	0.0427	0.84	0.906	0.0759	NEK5
chr17	6643311	6651634	8324	-	ENSG00000108590.11	MED31	MED31	-0.0448	1.75	0.0417	0.841	0.907	0.075	MED31
chr2	238244044	238290102	46059	-	ENSG00000132326.13	PER2	PER2	-0.0251	4.54	0.0421	0.841	0.907	0.0754	PER2
chr1	205789094	205813748	24655	-	ENSG00000133065.11	SLC41A1	SLC41A1	-0.0305	3.9	0.042	0.841	0.907	0.0752	SLC41A1
chr3	101827991	101861022	33032	+	ENSG00000144802.11	NFKBIZ	NFKBIZ	0.0387	6.22	0.0422	0.841	0.907	0.0754	NFKBIZ
chr1	42463221	42657190	193970	+	ENSG00000186409.19	CCDC30	CCDC30	0.0414	2.51	0.042	0.841	0.907	0.0753	CCDC30
chr17	15999784	16045015	45232	+	ENSG00000011295.16	TTC19	TTC19	0.0207	4.66	0.0415	0.842	0.907	0.0748	TTC19
chr15	45479606	45522755	43150	-	ENSG00000104154.7	SLC30A4	SLC30A4	-0.0523	4.97	0.0414	0.842	0.907	0.0747	SLC30A4
chr12	6852148	6866632	14485	+	ENSG00000111667.14	USP5	USP5	0.0319	6.47	0.0416	0.842	0.907	0.0749	USP5
chr19	3185563	3209575	24013	+	ENSG00000125912.11	NCLN	NCLN	-0.0276	5.11	0.0415	0.842	0.907	0.0748	NCLN
chrX	106693794	106797016	103223	+	ENSG00000133135.14	RNF128	RNF128	-0.137	-0.896	0.0412	0.842	0.908	0.0745	RNF128
chr7	112762377	112790423	28047	-	ENSG00000146802.13	TMEM168	TMEM168	0.036	4.7	0.0415	0.842	0.907	0.0748	TMEM168
chr15	72114258	72143692	29435	+	ENSG00000166192.15	SENP8	SENP8	-0.0278	3.06	0.0414	0.842	0.908	0.0747	SENP8
chr17	28703197	28711888	8692	-	ENSG00000167525.15	PROCA1	PROCA1	-0.0433	2.4	0.0415	0.842	0.907	0.0748	PROCA1
chr11	3087107	3166739	79633	-	ENSG00000021762.20	OSBPL5	OSBPL5	-0.119	0.187	0.0406	0.843	0.908	0.074	OSBPL5
chr16	53433977	53491648	57672	+	ENSG00000103479.17	RBL2	RBL2	-0.0211	6.69	0.0409	0.843	0.908	0.0742	RBL2
chr12	101696947	101744140	47194	+	ENSG00000111666.11	CHPT1	CHPT1	-0.0311	4.75	0.0408	0.843	0.908	0.0741	CHPT1
chr1	153728050	153774808	46759	+	ENSG00000143624.14	INTS3	INTS3	-0.0183	6.18	0.0408	0.843	0.908	0.0742	INTS3
chr11	112961247	113278436	317190	+	ENSG00000149294.17	NCAM1	NCAM1	0.0904	0.0856	0.0408	0.843	0.908	0.0741	NCAM1
chr1	39623435	39639643	16209	-	ENSG00000163909.8	HEYL	HEYL	0.0589	0.94	0.0409	0.843	0.908	0.0742	HEYL
chr20	2481817	2524702	42886	-	ENSG00000088876.13	ZNF343	ZNF343	0.0335	3.43	0.0402	0.844	0.909	0.0736	ZNF343
chr17	10672474	10698375	25902	-	ENSG00000133028.12	SCO1	SCO1	-0.0168	5.7	0.0403	0.844	0.909	0.0737	SCO1
chr1	161100556	161118055	17500	-	ENSG00000143256.5	PFDN2	PFDN2	-0.0237	4.53	0.0404	0.844	0.909	0.0737	PFDN2
chr7	103099776	103149560	49785	-	ENSG00000161048.12	NAPEPLD	NAPEPLD	-0.067	3.11	0.0403	0.844	0.909	0.0736	NAPEPLD
chr3	132558138	132660082	101945	-	ENSG00000240303.8	ACAD11	ACAD11	-0.0476	4.18	0.0403	0.844	0.909	0.0737	ACAD11
chr11	93784227	93814963	30737	+	ENSG00000042429.12	MED17	MED17	0.026	4.73	0.0398	0.845	0.91	0.0731	MED17
chr2	10439968	10448327	8360	-	ENSG00000115758.14	ODC1	ODC1	-0.0208	5.73	0.0398	0.845	0.91	0.0732	ODC1
chr20	59958423	60034011	75589	+	ENSG00000124215.17	CDH26	CDH26	-0.0544	1.52	0.0401	0.845	0.909	0.0734	CDH26
chr2	26308173	26346817	38645	-	ENSG00000173567.16	ADGRF3	ADGRF3	0.0967	-0.599	0.0397	0.845	0.91	0.0731	ADGRF3
chr3	111070071	111275563	205493	+	ENSG00000177707.11	NECTIN3	NECTIN3	0.117	-0.305	0.0397	0.845	0.91	0.073	NECTIN3
chr12	50085200	50100707	15508	+	ENSG00000066117.15	SMARCD1	SMARCD1	0.019	6.04	0.0391	0.846	0.911	0.0724	SMARCD1
chr17	41619442	41624842	5401	-	ENSG00000128422.18	KRT17	KRT17	-0.181	-1.29	0.0395	0.846	0.91	0.0728	KRT17
chr15	28553568	28563779	10212	+	ENSG00000227717.5	LOC100132202	LOC100132202	-0.172	-0.696	0.0391	0.846	0.911	0.0725	LOC100132202
chr1	117111060	117122587	11528	-	ENSG00000134253.10	TRIM45	TRIM45	0.0554	1.41	0.0385	0.847	0.912	0.0719	TRIM45
chr2	48440598	48515391	74794	+	ENSG00000162869.16	PPP1R21	PPP1R21	0.0242	5.67	0.0385	0.847	0.912	0.0719	PPP1R21
chr8	85220587	85284073	63487	+	ENSG00000185015.8	CA13	CA13	-0.0467	0.952	0.039	0.847	0.911	0.0723	CA13
chr19	57280051	57294069	14019	+	ENSG00000197714.9	ZNF460	ZNF460	0.0421	2.78	0.0386	0.847	0.912	0.072	ZNF460
chr7	140672945	140696261	23317	+	ENSG00000133597.11	ADCK2	ADCK2	-0.031	5.76	0.0381	0.848	0.912	0.0714	ADCK2
chr1	180972712	181023121	50410	-	ENSG00000135823.14	STX6	STX6	-0.0156	7.24	0.0381	0.848	0.912	0.0715	STX6
chr19	39984134	40021038	36905	+	ENSG00000187187.14	ZNF546	ZNF546	-0.03	3.36	0.0384	0.848	0.912	0.0718	ZNF546
chrM	10760	12137	1378	+	ENSG00000198886.2	ND4	ND4	0.043	13.2	0.0382	0.848	0.912	0.0715	ND4
chr5	140827958	141012347	184390	+	ENSG00000081842.18	PCDHA6	PCDHA6	-0.182	-1.45	0.0376	0.849	0.913	0.0709	PCDHA6
chr1	150926263	150964744	38482	+	ENSG00000143379.13	SETDB1	SETDB1	-0.022	6.43	0.0379	0.849	0.913	0.0712	SETDB1
chr1	9728926	9823984	95059	-	ENSG00000171603.18	CLSTN1	CLSTN1	0.0276	8.06	0.0376	0.849	0.913	0.0709	CLSTN1
chr17	21197954	21214176	16223	-	ENSG00000178307.10	TMEM11	TMEM11	-0.0274	4.31	0.0375	0.849	0.913	0.0709	TMEM11
chr3	49268596	49277232	8637	-	ENSG00000188315.8	C3orf62	C3orf62	0.043	4.55	0.0376	0.849	0.913	0.071	C3orf62
chr7	99558406	99576453	18048	+	ENSG00000197343.11	ZNF655	ZNF655	0.0154	6.79	0.0376	0.849	0.913	0.071	ZNF655
chr1	1512162	1534685	22524	+	ENSG00000197785.14	ATAD3A	ATAD3A	-0.0284	4.69	0.0377	0.849	0.913	0.071	ATAD3A
chr22	39021113	39033277	12165	+	ENSG00000243811.12	APOBEC3D	APOBEC3D	0.0542	1.42	0.0378	0.849	0.913	0.0712	APOBEC3D
chr11	118401602	118482737	81136	+	ENSG00000285827.1	NA	NA	0.202	0.184	0.0377	0.849	0.913	0.0711	ENSG00000285827.1
chr4	84583127	84651334	68208	+	ENSG00000163624.6	CDS1	CDS1	-0.0441	1.14	0.0372	0.85	0.913	0.0706	CDS1
