seqnames	start	end	width	strand	gene_id	SYMBOL	gene_name	logFC	logCPM	F	PValue	FDR	mlog10PValue	simple_gene_name
chr7	99616946	99632408	15463	+	ENSG00000197037.11	ZSCAN25	ZSCAN25	-0.0935	4.31	0.396	0.54	0.736	0.267	ZSCAN25
chr6	31969810	31972290	2481	-	ENSG00000204348.10	DXO	DXO	0.147	3.32	0.397	0.54	0.735	0.268	DXO
chr20	1540144	1620009	79866	-	ENSG00000260861.6	NA	NA	0.403	0.82	0.397	0.54	0.735	0.268	ENSG00000260861.6
chr11	18468336	18526951	58616	-	ENSG00000074319.13	TSG101	TSG101	0.0613	5.65	0.394	0.541	0.736	0.266	TSG101
chr17	42113111	42121367	8257	-	ENSG00000108773.11	KAT2A	KAT2A	-0.0808	5.97	0.395	0.541	0.736	0.267	KAT2A
chr1	111542218	111716691	174474	+	ENSG00000116473.15	RAP1A	RAP1A	-0.0573	7.24	0.394	0.541	0.736	0.267	RAP1A
chr12	6666477	6689572	23096	-	ENSG00000126746.18	ZNF384	ZNF384	0.06	6.09	0.394	0.541	0.736	0.267	ZNF384
chr19	5586999	5624046	37048	-	ENSG00000130254.12	SAFB2	SAFB2	0.0855	6.54	0.394	0.541	0.736	0.267	SAFB2
chr14	49768130	49786385	18256	+	ENSG00000165516.11	KLHDC2	KLHDC2	-0.0733	4.73	0.394	0.541	0.736	0.266	KLHDC2
chr5	170353487	170736632	383146	+	ENSG00000182132.14	KCNIP1	KCNIP1	-1.06	-1.55	0.395	0.541	0.736	0.267	KCNIP1
chr21	44805617	44818779	13163	-	ENSG00000184900.16	SUMO3	SUMO3	0.0561	6.92	0.395	0.541	0.736	0.267	SUMO3
chr8	144525733	144529132	3400	-	ENSG00000213563.7	C8orf82	C8orf82	-0.083	3.97	0.395	0.541	0.736	0.267	C8orf82
chrX	135775852	135785503	9652	-	ENSG00000228836.9	CT45A5	CT45A5	0.167	1.49	0.394	0.541	0.736	0.267	CT45A5
chr2	42494569	42756947	262379	+	ENSG00000057935.14	MTA3	MTA3	0.104	4.57	0.393	0.542	0.736	0.266	MTA3
chr22	50245183	50251405	6223	-	ENSG00000100429.18	HDAC10	HDAC10	0.0866	5.13	0.393	0.542	0.736	0.266	HDAC10
chr2	165857475	165953851	96377	-	ENSG00000123607.16	TTC21B	TTC21B	-0.0724	4.43	0.393	0.542	0.736	0.266	TTC21B
chr19	55090914	55117637	26724	-	ENSG00000125503.13	PPP1R12C	PPP1R12C	0.061	5.66	0.392	0.542	0.737	0.266	PPP1R12C
chr8	21919662	22006585	86924	+	ENSG00000130227.17	XPO7	XPO7	-0.107	6.51	0.393	0.542	0.736	0.266	XPO7
chr11	117178736	117197445	18710	+	ENSG00000149577.16	SIDT2	SIDT2	-0.114	4.79	0.392	0.542	0.737	0.266	SIDT2
chr3	49689538	49721529	31992	+	ENSG00000164068.16	RNF123	RNF123	0.0867	5.46	0.392	0.542	0.737	0.266	RNF123
chr19	51927147	51948759	21613	+	ENSG00000176024.18	ZNF613	ZNF613	-0.106	3.35	0.393	0.542	0.736	0.266	ZNF613
chr3	126524155	126543291	19137	+	ENSG00000180767.11	CHST13	CHST13	-0.142	2.35	0.393	0.542	0.736	0.266	CHST13
chr16	71637835	71724701	86867	-	ENSG00000040199.18	PHLPP2	PHLPP2	0.086	3.87	0.391	0.543	0.737	0.265	PHLPP2
chr11	6448613	6474459	25847	-	ENSG00000110171.21	TRIM3	TRIM3	-0.0959	3.36	0.391	0.543	0.737	0.265	TRIM3
chr12	80936414	81261210	324797	+	ENSG00000111058.8	ACSS3	ACSS3	-0.156	2.84	0.39	0.543	0.737	0.265	ACSS3
chr18	50795120	50825402	30283	-	ENSG00000134042.14	MRO	MRO	-0.118	2.11	0.391	0.543	0.737	0.266	MRO
chr8	47260878	47736306	475429	+	ENSG00000164808.17	SPIDR	SPIDR	-0.151	5.02	0.39	0.543	0.738	0.265	SPIDR
chr8	43034194	43085788	51595	+	ENSG00000168522.13	FNTA	FNTA	0.0557	5.88	0.391	0.543	0.737	0.265	FNTA
chr16	66988589	67010417	21829	+	ENSG00000172824.17	CES4A	CES4A	-0.103	4.48	0.391	0.543	0.737	0.265	CES4A
chr6	149446795	149485014	38220	-	ENSG00000178199.14	ZC3H12D	ZC3H12D	-0.0736	4.39	0.39	0.543	0.738	0.265	ZC3H12D
chr16	57447425	57461270	13846	+	ENSG00000088682.14	COQ9	COQ9	0.0844	5.19	0.389	0.544	0.738	0.264	COQ9
chr7	100539203	100568220	29018	+	ENSG00000106351.13	AGFG2	AGFG2	-0.154	2.99	0.389	0.544	0.738	0.265	AGFG2
chrY	13703899	13706024	2126	+	ENSG00000154620.6	TMSB4Y	TMSB4Y	0.146	1.4	0.389	0.544	0.738	0.265	TMSB4Y
chr2	158795317	158862781	67465	+	ENSG00000163331.12	DAPL1	DAPL1	0.147	1.55	0.389	0.544	0.738	0.264	DAPL1
chr7	1428465	1459470	31006	-	ENSG00000164877.19	MICALL2	MICALL2	0.159	1.24	0.389	0.544	0.738	0.265	MICALL2
chr9	90609832	90642862	33031	-	ENSG00000165023.7	DIRAS2	DIRAS2	0.13	1.95	0.389	0.544	0.738	0.265	DIRAS2
chr17	1569268	1628886	59619	-	ENSG00000167703.15	SLC43A2	SLC43A2	0.104	7.31	0.388	0.544	0.738	0.264	SLC43A2
chr12	131929200	131945896	16697	+	ENSG00000177192.14	PUS1	PUS1	0.0807	4.84	0.388	0.544	0.738	0.264	PUS1
chr1	244048547	244057476	8930	+	ENSG00000179456.12	ZBTB18	ZBTB18	-0.0924	4.86	0.388	0.544	0.738	0.264	ZBTB18
chr12	49836043	49843106	7064	-	ENSG00000186666.6	BCDIN3D	BCDIN3D	-0.096	2.78	0.388	0.544	0.738	0.264	BCDIN3D
chr5	132190147	132295315	105169	-	ENSG00000072682.20	P4HA2	P4HA2	-0.289	1.79	0.386	0.545	0.739	0.263	P4HA2
chr20	63528001	63537376	9376	-	ENSG00000101213.7	PTK6	PTK6	0.19	1.14	0.386	0.545	0.739	0.264	PTK6
chrX	154483717	154486615	2899	-	ENSG00000102178.13	UBL4A	UBL4A	-0.0741	4.7	0.386	0.545	0.739	0.263	UBL4A
chr15	40765161	40807478	42318	-	ENSG00000104129.10	DNAJC17	DNAJC17	-0.102	3.73	0.387	0.545	0.739	0.264	DNAJC17
chr7	2242226	2251146	8921	+	ENSG00000106268.16	NUDT1	NUDT1	0.0931	3.36	0.386	0.545	0.739	0.263	NUDT1
chr2	73828916	73873659	44744	+	ENSG00000124356.17	STAMBP	STAMBP	0.054	5.5	0.386	0.545	0.739	0.263	STAMBP
chr20	7977346	8019805	42460	-	ENSG00000125827.9	TMX4	TMX4	-0.0831	4.96	0.388	0.545	0.738	0.264	TMX4
chr16	67674531	67719339	44809	-	ENSG00000141098.13	GFOD2	GFOD2	-0.1	4.24	0.386	0.545	0.739	0.263	GFOD2
chr3	111732497	111976517	244021	+	ENSG00000144824.21	PHLDB2	PHLDB2	0.284	-1.16	0.387	0.545	0.739	0.264	PHLDB2
chr2	70087477	70089203	1727	+	ENSG00000169564.7	PCBP1	PCBP1	-0.052	8.29	0.386	0.545	0.739	0.263	PCBP1
chr5	115841592	115914081	72490	+	ENSG00000177879.17	AP3S1	AP3S1	-0.072	4.89	0.386	0.545	0.739	0.263	AP3S1
chr17	8188345	8190180	1836	-	ENSG00000196544.8	BORCS6	BORCS6	0.105	3.8	0.386	0.545	0.739	0.263	BORCS6
chr5	141923855	141942047	18193	+	ENSG00000081791.9	DELE1	DELE1	-0.0537	6.83	0.385	0.546	0.739	0.263	DELE1
chr16	23557721	23574389	16669	+	ENSG00000103353.16	UBFD1	UBFD1	-0.0771	5.13	0.385	0.546	0.739	0.263	UBFD1
chr1	36415827	36450451	34625	-	ENSG00000116885.18	OSCP1	OSCP1	-0.595	-0.74	0.384	0.546	0.739	0.263	OSCP1
chr1	27234632	27308636	74005	+	ENSG00000142784.16	WDTC1	WDTC1	-0.0688	6.41	0.386	0.546	0.739	0.263	WDTC1
chr22	21628089	21630064	1976	-	ENSG00000161179.14	YDJC	YDJC	0.126	3.8	0.385	0.546	0.739	0.263	YDJC
chr22	24806169	24927578	121410	+	ENSG00000167037.19	SGSM1	SGSM1	-0.107	3.01	0.385	0.546	0.739	0.263	SGSM1
chr16	3188204	3224779	36576	+	ENSG00000168124.3	OR1F1	OR1F1	-0.23	-0.0334	0.384	0.546	0.739	0.263	OR1F1
chr19	2425625	2427586	1962	-	ENSG00000099800.8	TIMM13	TIMM13	-0.0884	5.42	0.384	0.547	0.74	0.262	TIMM13
chr10	26697701	26746798	49098	+	ENSG00000148459.16	PDSS1	PDSS1	0.113	2.37	0.383	0.547	0.74	0.262	PDSS1
chr8	144789765	144792587	2823	-	ENSG00000161016.18	RPL8	RPL8	0.0601	9.45	0.383	0.547	0.74	0.262	RPL8
chr10	18140424	18543557	403134	+	ENSG00000165995.24	CACNB2	CACNB2	0.157	0.515	0.382	0.547	0.74	0.262	CACNB2
chr3	28241584	28325142	83559	+	ENSG00000187118.14	CMC1	CMC1	-0.0814	3.34	0.383	0.547	0.74	0.262	CMC1
chr5	115578642	115626161	47520	-	ENSG00000251201.8	TMED7-TICAM2	TMED7-TICAM2	0.137	4.06	0.382	0.547	0.74	0.262	TMED7-TICAM2
chr15	41895933	41972557	76625	-	ENSG00000103966.11	EHD4	EHD4	-0.0921	5.69	0.38	0.548	0.741	0.261	EHD4
chr12	8913896	8941467	27572	+	ENSG00000111752.11	PHC1	PHC1	-0.18	4.26	0.38	0.548	0.741	0.261	PHC1
chr6	87322583	87399749	77167	+	ENSG00000111850.11	SMIM8	SMIM8	-0.163	1.93	0.381	0.548	0.741	0.261	SMIM8
chrX	23664262	23686397	22136	+	ENSG00000123131.13	PRDX4	PRDX4	-0.0938	4.92	0.38	0.548	0.741	0.261	PRDX4
chr6	13266542	13328583	62042	-	ENSG00000145979.18	TBC1D7	TBC1D7	-0.0808	3.38	0.381	0.548	0.741	0.261	TBC1D7
chr1	160995211	161021343	26133	-	ENSG00000158769.18	F11R	F11R	0.0733	7.08	0.381	0.548	0.741	0.261	F11R
chr3	49121114	49133118	12005	-	ENSG00000172037.14	LAMB2	LAMB2	0.183	4.48	0.38	0.548	0.741	0.261	LAMB2
chr17	57861243	57955412	94170	-	ENSG00000180891.13	CUEDC1	CUEDC1	-0.0941	5.27	0.38	0.548	0.741	0.261	CUEDC1
chr11	94973709	94999519	25811	+	ENSG00000186280.7	KDM4D	KDM4D	-0.259	-0.309	0.38	0.548	0.741	0.261	KDM4D
chr17	44395281	44503430	108150	-	ENSG00000186566.13	GPATCH8	GPATCH8	0.142	6.58	0.381	0.548	0.741	0.261	GPATCH8
chr6	31827738	31830254	2517	+	ENSG00000204388.7	HSPA1B	HSPA1B	0.118	5.08	0.381	0.548	0.741	0.261	HSPA1B
chr14	73136418	73223691	87274	+	ENSG00000080815.20	PSEN1	PSEN1	-0.0532	7.3	0.38	0.549	0.741	0.261	PSEN1
chr2	119759922	119984899	224978	+	ENSG00000088179.9	PTPN4	PTPN4	0.213	3.62	0.378	0.549	0.742	0.26	PTPN4
chr20	34928432	34956027	27596	-	ENSG00000100983.12	GSS	GSS	-0.0731	5.68	0.378	0.549	0.742	0.26	GSS
chr19	29606283	29617237	10955	+	ENSG00000105171.10	POP4	POP4	0.0747	4.59	0.378	0.549	0.742	0.26	POP4
chr17	58982638	59106921	124284	-	ENSG00000108395.14	TRIM37	TRIM37	-0.0985	4.73	0.379	0.549	0.741	0.261	TRIM37
chr17	15436015	15475728	39714	-	ENSG00000239704.12	CDRT4	CDRT4	0.59	2.18	0.38	0.549	0.741	0.261	CDRT4
chr19	47274885	47275723	839	+	ENSG00000257704.4	INAFM1	INAFM1	0.187	1.57	0.379	0.549	0.742	0.26	INAFM1
chr18	47108188	47176345	68158	-	ENSG00000267228.7	NA	NA	-0.626	2.1	0.378	0.549	0.742	0.26	ENSG00000267228.7
chr6	41780782	41787452	6671	+	ENSG00000278224.7	PRICKLE4	PRICKLE4	-0.358	-1.04	0.38	0.549	0.741	0.261	PRICKLE4
chr7	44606572	44709066	102495	+	ENSG00000105953.16	OGDH	OGDH	0.0571	7.54	0.377	0.55	0.742	0.26	OGDH
chr10	100150094	100186033	35940	-	ENSG00000107566.14	ERLIN1	ERLIN1	-0.0786	4.48	0.377	0.55	0.742	0.26	ERLIN1
chr6	53051991	53100873	48883	+	ENSG00000112146.17	FBXO9	FBXO9	-0.0642	5.58	0.377	0.55	0.742	0.26	FBXO9
chr3	180868141	180982753	114613	+	ENSG00000114416.19	FXR1	FXR1	-0.0643	6.78	0.376	0.55	0.742	0.259	FXR1
chr17	75130225	75131757	1533	-	ENSG00000125458.7	NT5C	NT5C	-0.0583	5.12	0.377	0.55	0.742	0.26	NT5C
chr2	230712842	230821075	108234	+	ENSG00000135932.12	CAB39	CAB39	0.0736	6.96	0.378	0.55	0.742	0.26	CAB39
chr7	157539056	158587823	1048768	-	ENSG00000155093.19	PTPRN2	PTPRN2	-0.279	0.369	0.377	0.55	0.742	0.26	PTPRN2
chrX	16946658	17153272	206615	+	ENSG00000169891.18	REPS2	REPS2	-0.0789	3.9	0.377	0.55	0.742	0.26	REPS2
chr12	57819927	57846729	26803	-	ENSG00000175215.11	CTDSP2	CTDSP2	0.0595	8.07	0.376	0.55	0.742	0.259	CTDSP2
chr9	33524251	33608848	84598	+	ENSG00000230453.11	ANKRD18B	ANKRD18B	-0.755	-0.0498	0.378	0.55	0.742	0.26	ANKRD18B
chr5	141364162	141512975	148814	+	ENSG00000253485.3	PCDHGA5	PCDHGA5	-0.487	-0.92	0.377	0.55	0.742	0.26	PCDHGA5
chr5	177600132	177610330	10199	+	ENSG00000027847.14	B4GALT7	B4GALT7	-0.0913	4.54	0.375	0.551	0.742	0.259	B4GALT7
chr6	52497408	52577060	79653	-	ENSG00000065308.5	TRAM2	TRAM2	0.0995	4.16	0.376	0.551	0.742	0.259	TRAM2
chr2	98619106	98731132	112027	-	ENSG00000071073.13	MGAT4A	MGAT4A	0.0849	8.09	0.374	0.551	0.742	0.259	MGAT4A
chr17	39904595	39919854	15260	-	ENSG00000073605.19	GSDMB	GSDMB	-0.234	1.16	0.374	0.551	0.742	0.258	GSDMB
chr9	96754553	96778129	23577	-	ENSG00000081386.13	ZNF510	ZNF510	0.0761	4.44	0.375	0.551	0.742	0.259	ZNF510
chr3	141738249	141747560	9312	+	ENSG00000114125.14	RNF7	RNF7	-0.0648	5.88	0.375	0.551	0.742	0.259	RNF7
chr5	150894392	150904983	10592	-	ENSG00000145908.13	ZNF300	ZNF300	-0.121	1.86	0.376	0.551	0.742	0.259	ZNF300
chr13	21140119	21149097	8979	+	ENSG00000150459.13	SAP18	SAP18	-0.0505	6.38	0.375	0.551	0.742	0.259	SAP18
chr2	46580937	46617055	36119	-	ENSG00000151665.13	PIGF	PIGF	-0.115	2.93	0.376	0.551	0.742	0.259	PIGF
chr11	67452406	67461752	9347	+	ENSG00000175544.14	CABP4	CABP4	0.129	1.92	0.375	0.551	0.742	0.259	CABP4
chr1	1020120	1056118	35999	+	ENSG00000188157.15	AGRN	AGRN	0.113	2.65	0.375	0.551	0.742	0.259	AGRN
chr9	132162058	132244526	82469	+	ENSG00000196358.12	NTNG2	NTNG2	0.247	-0.63	0.375	0.551	0.742	0.259	NTNG2
chr7	138797952	138838101	40150	+	ENSG00000214128.11	TMEM213	TMEM213	0.213	1.57	0.375	0.551	0.742	0.259	TMEM213
chr10	79512533	79516440	3908	+	ENSG00000253626.4	EIF5AL1	EIF5AL1	0.26	0.268	0.375	0.551	0.742	0.259	EIF5AL1
chr19	44112181	44134822	22642	+	ENSG00000256294.8	ZNF225	ZNF225	-0.1	3.78	0.376	0.551	0.742	0.259	ZNF225
chr5	140670794	140673576	2783	-	ENSG00000256453.2	DND1	DND1	0.244	0.43	0.375	0.551	0.742	0.259	DND1
chr10	99710868	99732127	21260	-	ENSG00000014919.13	COX15	COX15	0.0688	5.56	0.372	0.552	0.743	0.258	COX15
chr2	177392746	177567024	174279	+	ENSG00000018510.18	AGPS	AGPS	-0.0655	6.15	0.373	0.552	0.743	0.258	AGPS
chr20	6074845	6123214	48370	-	ENSG00000101311.17	FERMT1	FERMT1	0.165	0.435	0.373	0.552	0.743	0.258	FERMT1
chr15	41517176	41544269	27094	-	ENSG00000103932.12	RPAP1	RPAP1	-0.0739	5.08	0.373	0.552	0.743	0.258	RPAP1
chr1	13700188	13825079	124892	+	ENSG00000116731.23	PRDM2	PRDM2	0.0752	5.82	0.373	0.552	0.743	0.258	PRDM2
chr2	33532744	33599347	66604	-	ENSG00000119812.20	FAM98A	FAM98A	0.0633	4.72	0.373	0.552	0.743	0.258	FAM98A
chr1	28587829	28648291	60463	-	ENSG00000120656.14	TAF12	TAF12	0.0915	5.11	0.374	0.552	0.743	0.258	TAF12
chr6	149504495	149546043	41549	-	ENSG00000131013.4	PPIL4	PPIL4	-0.0879	4.93	0.373	0.552	0.743	0.258	PPIL4
chr1	15756607	15786594	29988	+	ENSG00000162458.13	FBLIM1	FBLIM1	-0.1	3.68	0.373	0.552	0.743	0.258	FBLIM1
chr1	205302063	205321745	19683	-	ENSG00000163545.11	NUAK2	NUAK2	-0.11	3.83	0.373	0.552	0.743	0.258	NUAK2
chr19	56132599	56160893	28295	+	ENSG00000167685.15	ZNF444	ZNF444	-0.0953	3.84	0.373	0.552	0.743	0.258	ZNF444
chr16	29812261	29820092	7832	+	ENSG00000280893.1	NA	NA	-1.1	0.43	0.373	0.552	0.743	0.258	ENSG00000280893.1
chr8	103398658	103501895	103238	-	ENSG00000285982.1	NA	NA	-0.921	2.48	0.374	0.552	0.743	0.258	ENSG00000285982.1
chr19	10391133	10420121	28989	-	ENSG00000105401.9	CDC37	CDC37	0.0539	7.27	0.372	0.553	0.743	0.258	CDC37
chr3	156539553	156555149	15597	-	ENSG00000114850.7	SSR3	SSR3	0.047	7.18	0.371	0.553	0.743	0.257	SSR3
chr2	73926826	73958961	32136	+	ENSG00000114956.20	DGUOK	DGUOK	0.0708	4.75	0.371	0.553	0.743	0.257	DGUOK
chr7	92528773	92540481	11709	+	ENSG00000127993.16	RBM48	RBM48	-0.0968	4.55	0.371	0.553	0.743	0.257	RBM48
chr11	70270690	70385312	114623	+	ENSG00000131626.19	PPFIA1	PPFIA1	-0.0581	6.7	0.371	0.553	0.743	0.257	PPFIA1
chr1	180972712	181023121	50410	-	ENSG00000135823.14	STX6	STX6	0.0484	7.24	0.371	0.553	0.743	0.257	STX6
chr21	37365573	37526358	160786	+	ENSG00000157540.22	DYRK1A	DYRK1A	-0.0681	6.54	0.372	0.553	0.743	0.258	DYRK1A
chr17	45160700	45170040	9341	+	ENSG00000168517.11	HEXIM2	HEXIM2	-0.129	2.72	0.371	0.553	0.743	0.257	HEXIM2
chr7	64794388	64833681	39294	+	ENSG00000197008.10	ZNF138	ZNF138	0.125	2.75	0.371	0.553	0.743	0.257	ZNF138
chr2	99141707	99151669	9963	+	ENSG00000273045.7	C2orf15	C2orf15	0.182	0.231	0.371	0.553	0.743	0.257	C2orf15
chr10	130136391	130184521	48131	+	ENSG00000108010.12	GLRX3	GLRX3	0.0772	4.92	0.369	0.554	0.744	0.256	GLRX3
chr4	189940870	189963202	22333	+	ENSG00000109536.12	FRG1	FRG1	-0.0658	5.4	0.369	0.554	0.744	0.256	FRG1
chr13	49531946	49585558	53613	-	ENSG00000136144.12	RCBTB1	RCBTB1	0.0579	5.53	0.369	0.554	0.744	0.257	RCBTB1
chr7	5045821	5069487	23667	+	ENSG00000146587.18	RBAK	RBAK	0.0875	5.12	0.369	0.554	0.744	0.256	RBAK
chr16	30748293	30761176	12884	+	ENSG00000156873.16	PHKG2	PHKG2	0.0654	5.52	0.369	0.554	0.744	0.256	PHKG2
chr19	49906825	49929764	22940	-	ENSG00000213024.13	NUP62	NUP62	-0.0649	7.23	0.369	0.554	0.744	0.256	NUP62
chr17	7246829	7262089	15261	-	ENSG00000262302.1	NA	NA	0.24	1.06	0.369	0.554	0.744	0.257	ENSG00000262302.1
chr6	112070663	112087529	16867	-	ENSG00000074935.14	TUBE1	TUBE1	-0.117	2.21	0.368	0.555	0.744	0.256	TUBE1
chr19	48599961	48615076	15116	-	ENSG00000105523.4	FAM83E	FAM83E	0.337	-0.294	0.367	0.555	0.745	0.255	FAM83E
chr7	26171151	26201529	30379	-	ENSG00000122566.22	HNRNPA2B1	HNRNPA2B1	0.0535	10	0.367	0.555	0.745	0.255	HNRNPA2B1
chr20	46021690	46060150	38461	+	ENSG00000124140.15	SLC12A5	SLC12A5	-0.107	3.71	0.367	0.555	0.744	0.256	SLC12A5
chr16	88874858	88977207	102350	-	ENSG00000129993.15	CBFA2T3	CBFA2T3	0.363	2.56	0.368	0.555	0.744	0.256	CBFA2T3
chr6	37433219	37482827	49609	+	ENSG00000137200.13	CMTR1	CMTR1	0.0626	6.12	0.367	0.555	0.744	0.256	CMTR1
chr16	2537979	2603188	65210	+	ENSG00000140992.19	PDPK1	PDPK1	-0.061	6.48	0.367	0.555	0.744	0.256	PDPK1
chr4	110045846	110199199	153354	-	ENSG00000170522.10	ELOVL6	ELOVL6	0.659	1.81	0.368	0.555	0.744	0.256	ELOVL6
chr20	50190830	50192668	1839	+	ENSG00000172216.6	CEBPB	CEBPB	0.117	5.66	0.367	0.555	0.744	0.256	CEBPB
chr6	116249964	116254075	4112	-	ENSG00000187189.11	TSPYL4	TSPYL4	0.0716	3.63	0.368	0.555	0.744	0.256	TSPYL4
chr6	28431930	28443502	11573	-	ENSG00000187987.10	ZSCAN23	ZSCAN23	0.154	0.446	0.367	0.555	0.745	0.255	ZSCAN23
chr3	193593144	193697811	104668	+	ENSG00000198836.11	OPA1	OPA1	0.0628	6.3	0.368	0.555	0.744	0.256	OPA1
chr14	24209615	24213830	4216	-	ENSG00000254505.11	CHMP4A	CHMP4A	-0.0759	5.77	0.367	0.555	0.744	0.256	CHMP4A
chr1	183554461	183590905	36445	-	ENSG00000116701.16	NCF2	NCF2	0.0684	6.34	0.366	0.556	0.745	0.255	NCF2
chr7	134127299	134264595	137297	+	ENSG00000155530.4	LRGUK	LRGUK	-0.333	-0.213	0.366	0.556	0.745	0.255	LRGUK
chr3	58306245	58324695	18451	+	ENSG00000163684.12	RPP14	RPP14	-0.101	4.77	0.365	0.556	0.745	0.255	RPP14
chr12	45215987	45482280	266294	+	ENSG00000177119.17	ANO6	ANO6	0.0633	6.47	0.365	0.556	0.745	0.255	ANO6
chr5	151314972	151347590	32619	-	ENSG00000186335.9	SLC36A2	SLC36A2	0.182	1.02	0.366	0.556	0.745	0.255	SLC36A2
chr10	101784443	101818465	34023	-	ENSG00000198408.14	OGA	OGA	-0.0637	6.77	0.366	0.556	0.745	0.255	OGA
chr5	141412987	141512975	99989	+	ENSG00000253846.3	PCDHGA10	PCDHGA10	-0.0787	6	0.365	0.556	0.745	0.255	PCDHGA10
chr18	79679803	79754503	74701	+	ENSG00000060069.18	CTDP1	CTDP1	-0.0583	4.87	0.364	0.557	0.746	0.254	CTDP1
chr10	101781325	101783446	2122	-	ENSG00000107833.11	NPM3	NPM3	0.0943	3.77	0.363	0.557	0.746	0.254	NPM3
chr5	123512177	123617049	104873	+	ENSG00000151292.19	CSNK1G3	CSNK1G3	0.083	4.53	0.364	0.557	0.746	0.254	CSNK1G3
chr16	69950705	69964452	13748	+	ENSG00000157322.18	CLEC18A	CLEC18A	0.271	0.219	0.363	0.557	0.746	0.254	CLEC18A
chrX	154517825	154547572	29748	-	ENSG00000160211.20	G6PD	G6PD	0.124	6.14	0.363	0.557	0.746	0.254	G6PD
chr19	1354711	1378431	23721	+	ENSG00000160953.17	PWWP3A	PWWP3A	0.0662	6.51	0.363	0.557	0.746	0.254	PWWP3A
chr20	4721909	4728460	6552	+	ENSG00000171864.5	PRND	PRND	-0.26	0.931	0.363	0.557	0.746	0.254	PRND
chrX	55143102	55161310	18209	-	ENSG00000182518.14	FAM104B	FAM104B	-0.117	2.19	0.364	0.557	0.746	0.254	FAM104B
chr14	20425852	20436166	10315	-	ENSG00000185271.9	KLHL33	KLHL33	0.166	1.13	0.364	0.557	0.746	0.254	KLHL33
chr19	52269587	52296046	26460	+	ENSG00000196214.11	ZNF766	ZNF766	-0.0982	4.32	0.364	0.557	0.746	0.254	ZNF766
chr19	4229523	4237528	8006	+	ENSG00000105246.6	EBI3	EBI3	0.121	3.95	0.362	0.558	0.746	0.253	EBI3
chr9	131576770	131740076	163307	-	ENSG00000107263.19	RAPGEF1	RAPGEF1	0.0624	8.7	0.362	0.558	0.746	0.253	RAPGEF1
chr5	75511845	75609991	98147	+	ENSG00000122008.16	POLK	POLK	0.105	5.71	0.363	0.558	0.746	0.254	POLK
chr17	4538897	4555386	16490	-	ENSG00000132382.15	MYBBP1A	MYBBP1A	0.157	5.82	0.362	0.558	0.746	0.254	MYBBP1A
chr4	151099624	151104642	5019	+	ENSG00000145425.10	RPS3A	RPS3A	0.0582	9.57	0.362	0.558	0.746	0.254	RPS3A
chr11	30323104	30338223	15120	+	ENSG00000152219.5	ARL14EP	ARL14EP	-0.0747	4.44	0.362	0.558	0.746	0.253	ARL14EP
chr4	81030708	81057627	26920	+	ENSG00000152785.8	BMP3	BMP3	0.327	-0.976	0.363	0.558	0.746	0.254	BMP3
chrX	13712244	13734635	22392	-	ENSG00000196459.15	TRAPPC2	TRAPPC2	0.0807	4.28	0.361	0.558	0.746	0.253	TRAPPC2
chr21	33589341	33643926	54586	-	ENSG00000205758.12	CRYZL1	CRYZL1	0.105	4.3	0.363	0.558	0.746	0.254	CRYZL1
chr15	25677273	25865184	187912	-	ENSG00000206190.13	ATP10A	ATP10A	-0.106	4.18	0.362	0.558	0.746	0.253	ATP10A
chr2	165747588	165794659	47072	-	ENSG00000115339.14	GALNT3	GALNT3	-0.083	2.81	0.36	0.559	0.747	0.253	GALNT3
chr17	81228277	81239091	10815	-	ENSG00000167302.11	TEPSIN	TEPSIN	0.0791	5.34	0.36	0.559	0.747	0.253	TEPSIN
chr11	15112424	15247208	134785	+	ENSG00000188487.12	INSC	INSC	-0.282	0.047	0.359	0.559	0.748	0.252	INSC
chr22	37639693	37666932	27240	+	ENSG00000285304.1	NA	NA	0.114	5.63	0.361	0.559	0.747	0.253	ENSG00000285304.1
chr10	100969504	100985871	16368	+	ENSG00000095539.16	SEMA4G	SEMA4G	0.286	0.129	0.357	0.56	0.748	0.252	SEMA4G
chr17	18087892	18107970	20079	+	ENSG00000108591.10	DRG2	DRG2	-0.0689	4.65	0.358	0.56	0.748	0.252	DRG2
chr1	8004404	8026309	21906	-	ENSG00000116285.13	ERRFI1	ERRFI1	0.134	1.78	0.358	0.56	0.748	0.252	ERRFI1
chr15	42738730	42920809	182080	-	ENSG00000128881.18	TTBK2	TTBK2	0.0923	5.31	0.358	0.56	0.748	0.252	TTBK2
chr19	55339853	55348121	8269	+	ENSG00000133247.14	KMT5C	KMT5C	-0.114	2.69	0.358	0.56	0.748	0.252	KMT5C
chr9	128061233	128068206	6974	-	ENSG00000171169.9	NAIF1	NAIF1	-0.0652	3.83	0.358	0.56	0.748	0.252	NAIF1
chr3	129314771	129316286	1516	-	ENSG00000184897.7	H1-10	H1-10	0.105	6.25	0.359	0.56	0.748	0.252	H1-10
chr8	17224966	17246878	21913	-	ENSG00000198791.12	CNOT7	CNOT7	0.0931	6.33	0.357	0.56	0.748	0.251	CNOT7
chr1	149782689	149812373	29685	-	ENSG00000203814.7	H2BC18	H2BC18	0.223	0.217	0.358	0.56	0.748	0.252	H2BC18
chr2	95165432	95184317	18886	+	ENSG00000275111.5	ZNF2	ZNF2	0.0871	3.4	0.358	0.56	0.748	0.252	ZNF2
